pgc,objtype,objname,alt_names,ra_deg,dec_deg,ra_readable,dec_readable,major_arcmin,minor_arcmin,axis_ratio_a_over_b,bt_mag,vt_mag,modbest,e_modbest,distance_mly
40265,G,IC3253,"2MASXJ12234523-3437198,6dFJ1223452-343720,ESO380-024,ESOLV3800240,HIPASSJ1223-34,IC3253,IRAS12211-3420,LGG280:[G93]004,MCG-06-27-021,PGC040265,FLASHJ122345.24-343719.5",185.938,-34.622,12h 23m 45.23s,"-34° 37' 19.76""",3.00,1.20,2.51,12.62,12.12,32.27,0.34,92.65
40442,G,NGC4371,"2MASXJ12245542+1142154,CGCG070-057,EVCC2094,LGG292:[G93]008,MCG+02-32-033,NGC4371,PGC040442,SDSSJ122455.43+114215.1,UGC07493,VCC0759,[RG2008]J186.23096+11.70421,UZC122224+11590,ACSVCS017",186.231,11.704,12h 24m 55.40s,"+11° 42' 15.24""",3.88,1.81,2.14,11.68,10.83,31.12,0.05,54.68
40653,G,NGC4406,"2MASXJ12261181+1256454,AGC007532,ALFALFA1-315,CGCG070-072,EVCC0597,GIN780,M86,MCG+02-32-046,MESSIER086,NGC4406,PGC040653,SDSSJ122611.75+125646.3,UGC07532,VCC0881,VIRGO:[TT2002]01,[RG2008]J186.54898+12.94622,[TH2002]003,UZC122342+13140,ACSVCS004",186.549,12.946,12h 26m 11.78s,"+12° 56' 44.92""",11.53,8.43,1.37,9.74,8.86,31.20,0.05,56.71
41220,G,NGC4472,"2MASXJ12294679+0800014,ARP134,CGCG042-134,EVCC0755,GIN781,LGG292:[G93]015,MCG+01-32-083,MESSIER049,NGC4472,PGC041220,SDSSJ122946.76+080001.7,UGC07629,VCC1226,UZC122712+08160,ACSVCS001",187.445,8.000,12h 29m 46.69s,"+07° 59' 59.01""",10.21,8.38,1.22,9.35,8.28,31.10,0.05,54.23
41333,G,NGC4490,"2MASXJ12303636+4138370,ARP269:,CGCG216-008,IRAS12281+4154,IRAS12281+4155,KPG341B,KUG1228+419,LGG290:[G93]008,MCG+07-26-014,NGC4490,PGC041333,PGC089542,SDSSJ123036.23+413840.7,UGC07651,VV030:,WSRT-CVN67A,UZC122806+41550",187.651,41.644,12h 30m 36.34s,"+41° 38' 38.38""",6.71,1.65,4.07,9.76,9.72,30.07,0.88,33.64
41939,G,NGC4546,"2MASXJ12352950-0347356,6dFJ1235295-034736,MCG-01-32-027,NGC4546,PGC041939,PGC1066760,UGCA288",188.873,-3.793,12h 35m 29.50s,"-03° 47' 35.72""",3.16,1.76,1.79,11.34,10.57,30.72,0.20,45.38
42181,G,NGC4575,"2MASXJ12375111-4032146,6dFJ1237511-403215,AGC028661,ESO322-036,ESOLV3220360,HIPASSJ1237-40,IRAS12351-4015,MCG-07-26-015,NGC4575,PGC042181,PGC585267,[DCL86]085",189.463,-40.537,12h 37m 51.18s,"-40° 32' 14.58""",2.06,1.24,1.66,13.15,12.60,32.69,0.27,112.67
42139,G,NGC4589,"2MASXJ12372503+7411307,CGCG335-017,CGCG352-038,LGG284:[G93]008,MCG+12-12-013,NGC4589,PGC042139,UGC07797,UZC123524+74280",189.354,74.192,12h 37m 25.03s,"+74° 11' 30.70""",2.93,2.31,1.27,11.70,10.74,32.07,0.12,84.53
42684,G,ESO268-033,"2MASXJ12422970-4733293,2MFGC09998,2MIG1760,6dFJ1242297-473329,AGC028726,ESO268-033,ESOLV2680330,HIPASSJ1242-47,IRAS12397-4717,PGC042684",190.624,-47.558,12h 42m 29.72s,"-47° 33' 29.27""",2.19,0.41,5.36,14.76,,34.45,0.20,253.76
42797,G,NGC4643,"2MASXJ12432013+0158422,AGC007895,CGCG015-008,EVCC2212,IRAS12407+0215,LAMOSTJ124320.28+015841.7,LGG315:[G93]002,MCG+00-33-005,NGC4643,PGC042797,SDSSJ124320.13+015841.7,SDSSJ124320.14+015841.7,UGC07895,UZC124048+02160",190.834,1.978,12h 43m 20.11s,"+01° 58' 42.53""",2.24,1.75,1.28,11.22,10.65,31.58,0.78,67.49
43021,G,ESO507-007,"2MASXJ12454224-2614373,2MFGC10056,6dFJ1245422-261438,AGC028778,ESO507-007,ESOLV5070070,FGCE0986,HIPASSJ1245-26,IRAS12430-2558,MCG-04-30-014,PGC043021,RFGC2373",191.426,-26.244,12h 45m 42.25s,"-26° 14' 37.42""",2.49,0.32,7.76,14.14,,34.40,0.21,247.87
43170,G,NGC4679,"2MASXJ12473024-3934150,6dFJ1247303-393415,AGC028810,ESO322-082,ESOLV3220820,HIPASSJ1247-39,IRAS12447-3917,LGG305:[G93]014,MCG-06-28-018,NGC4679,PGC043170,[DCL86]209",191.876,-39.571,12h 47m 30.25s,"-39° 34' 15.04""",2.43,0.88,2.77,14.56,13.52,33.86,0.03,193.03
42831,G,NGC4649,"2MASXJ12434000+1133093,ARP116:,CGCG071-016,EVCC1101,KPG353B,LGG292:[G93]026,M60,MCG+02-33-002,MESSIER060,NGC4649,NIBLES1717,PGC042831,SDSSJ124339.97+113309.7,UGC07898,VCC1978,VV206:,[RG2008]J190.91656+11.55271,[TH2002]002,UZC124106+11500,ACSVCS003",190.917,11.553,12h 43m 39.96s,"+11° 33' 09.74""",6.78,5.45,1.24,9.79,8.79,31.16,0.07,55.62
43507,G,NGC4731,"2MASXJ12510109-0623349,2MFGC10130,6dFJ1251014-062339,AGC520188,HIPASSJ1251-06,IRAS12484-0607,LGG314:[G93]005,MCG-01-33-026,NGC4731,PGC043507,PGC1033347,UGCA302",192.756,-6.394,12h 51m 01.44s,"-06° 23' 38.68""",6.32,2.14,2.96,11.88,11.42,30.71,0.59,45.25
43558,G,IC3829,"2MASXJ12513251-2746587,AGC028890,ESO442-024,ESOLV4420240,IC3829,MCG-05-30-010,PGC043558",192.885,-27.783,12h 51m 32.51s,"-27° 46' 58.70""",2.01,1.04,1.94,13.93,,33.52,0.31,164.60
43321,G,NGC4699,"2MASXJ12490218-0839514,6dFJ1249022-083952,HIPASSJ1249-08,IRAS12464-0823,LGG307:[G93]005,MCG-01-33-013,NGC4699,PGC043321,UGCA301",192.259,-8.664,12h 49m 02.18s,"-08° 39' 51.50""",3.99,3.04,1.31,10.38,9.53,31.81,0.35,74.99
43350,G,NGC4705,"2MASXJ12492497-0511452,6dFJ1249250-051145,AGC520163,HIPASSJ1249-05,IRAS12468-0455,MCG-01-33-016,NGC4705,PGC043350",192.354,-5.196,12h 49m 24.97s,"-05° 11' 45.15""",2.94,0.91,3.25,12.83,12.60,33.99,0.25,205.13
43594,G,NGC4742,"2MASXJ12514803-1027172,IRAS12490-1009,LGG307:[G93]008,MCG-02-33-032,NGC4742,PGC043594,UGCA303",192.950,-10.455,12h 51m 48.03s,"-10° 27' 17.20""",2.14,1.39,1.54,12.10,11.20,30.93,0.16,49.98
43586,G,NGC4747,"2MASXJ12514596+2546383,2MFGC10143,AGC008005,ARP159,CGCG129-028,IRAS12492+2602,IRAS12493+2602,KUG1249+260,MCG+04-30-023,NGC4747,PGC043586,SDSSJ125145.59+254630.1,UGC08005,UZC124918+26020",192.941,25.776,12h 51m 45.78s,"+25° 46' 34.33""",2.09,1.00,2.09,12.99,12.38,31.52,0.80,65.59
1651,G,NGC0115,"2MASXJ00264627-3340375,2MASXJ00264631-3340381,6dFJ0026463-334038,AGC020302,ESO350-017,ESOLV3500170,HIPASSJ0026-33,LGG007:[G93]001,MCG-06-02-006,NGC0115,PGC001651,2MASXIJ0026463-334037,LCSB_L14O",6.693,-33.677,00h 26m 46.39s,"-33° 40' 36.99""",2.09,0.73,2.86,13.72,,32.23,0.25,91.25
43994,G,ESO323-042,"2MASXJ12550124-4058145,AGC028979,DRCG56-061,ESO323-042,ESOLV3230420,IRAS12522-4041,IRAS12522-4042,LGG311:[G93]005,MCG-07-27-016,PGC043994,[DCL86]385",193.755,-40.971,12h 55m 01.24s,"-40° 58' 14.50""",2.28,0.74,3.08,14.11,,33.40,0.62,156.25
44025,G,NGC4814,"2MASXJ12552194+5820382,CGCG293-044,CGCG294-003,IRAS12532+5836,IRAS12532+5837,MCG+10-19-003,NGC4814,NIBLES1757,PGC044025,SDSSJ125521.91+582038.7,SDSSJ125521.91+582039.0,SDSSJ125521.92+582038.7,SDSSJ125521.92+582038.8,SDSSJ125521.94+582038.7,UGC08051,UZC125312+58360",193.841,58.344,12h 55m 21.92s,"+58° 20' 38.82""",2.75,2.00,1.37,12.83,12.03,33.10,0.26,135.78
44409,G,NGC4835,"2MASXJ12580782-4615511,2MFGC10267,AGC029049,ESO269-019,ESOLV2690190,HIPASSJ1258-46,IRAS12552-4559,NGC4835,PGC044409,PGC516969,[V89]148",194.533,-46.264,12h 58m 07.89s,"-46° 15' 51.75""",3.30,0.68,4.83,12.32,11.81,31.79,0.30,74.37
45279,G,NGC4945,"2MASXJ13052727-4928044,2MFGC10410,ESO219-024,ESOLV2190240,GLXYG305.2+13.3+455,HIPASSJ1305-49,IRAS13025-4911,LGG344:[G93]001,MRC1302-491,NGC4945,PGC045279,PGC3096217,[PDS2002]1522",196.364,-49.468,13h 05m 27.30s,"-49° 28' 04.47""",23.33,4.03,5.79,9.28,11.86,27.70,0.02,11.30
45877,G,PGC045877,"2MASXJ13123543-1732326,2MFGC10528,6dFJ1312354-173233,AGC530053,HIPASSJ1312-17,IRAS13099-1716,LGG338:[G93]008,MCG-03-34-014,PGC045877,PGC881529,PGC881546,[RC2]A1309-17,[BFK2006]GEMS-N5044-08",198.148,-17.542,13h 12m 35.45s,"-17° 32' 32.89""",2.44,0.74,3.29,13.02,,32.53,0.34,104.77
45749,G,NGC5005,"2MASXJ13105631+3703321,CGCG189-035,IRAS13086+3719,LGG334:[G93]003,MCG+06-29-052,NGC5005,PGC045749,PGC2092196,SDSSJ131056.27+370332.3,UGC08256,UZC130836+37190",197.734,37.059,13h 10m 56.27s,"+37° 03' 32.38""",4.82,1.52,3.16,10.54,10.71,31.66,0.05,70.05
45908,G,NGC5018,"2MASXJ13130099-1931058,6dFJ1313010-193106,ESO576-010,ESOLV5760100,IRAS13103-1915,LGG337:[G93]002,MCG-03-34-017,NGC5018,PGC045908,UGCA335",198.254,-19.518,13h 13m 01.01s,"-19° 31' 05.65""",3.47,2.17,1.60,11.68,10.85,32.91,0.03,124.57
45952,G,NGC5022,"2MASXJ13133078-1932477,2MFGC10542,6dFJ1313308-193248,AGC029371,ESO576-014,ESOLV5760140,FGC1581,IRAS13108-1917,MCG-03-34-021,NGC5022,PGC045952,PGC045953,RFGC2504",198.378,-19.547,13h 13m 30.77s,"-19° 32' 47.83""",2.46,0.49,5.04,13.81,,32.94,0.23,126.42
45911,G,ESO576-011,"2MASXJ13130510-1958368,2MFGC10536,6dFJ1313051-195837,AGC029361,ESO576-011,ESOLV5760110,FGC1579,HIPASSJ1313-20,IRAS13103-1942,IRAS13104-1942,LGG337:[G93]003,MCG-03-34-018,PGC045911,RFGC2501",198.271,-19.977,13h 13m 05.10s,"-19° 58' 36.64""",3.11,0.49,6.41,14.07,,32.69,0.22,112.73
46768,G,IC4231,"2MASXJ13231382-2617531,2MFGC10717,6dFJ1323134-261801,AGC029560,ESO508-060,ESOLV5080600,IC4231,LGG341:[G93]007,MCG-04-32-009,PGC046768",200.807,-26.299,13h 23m 13.61s,"-26° 17' 57.05""",2.06,0.57,3.60,14.29,,32.30,0.23,94.11
46786,G,ESO444-021,"2MASXJ13233064-3006513,2MFGC10725,6dFJ1323306-300652,AGC029565,ESO444-021,ESOLV4440210,FGCE1058,LGG351:[G93]012,PGC046786,RFGC2549,FLASHJ132330.45-300652.3",200.878,-30.114,13h 23m 30.67s,"-30° 06' 51.53""",2.04,0.20,10.42,15.63,,33.93,0.26,199.35
46928,G,ESO382-058,"2MASXJ13251252-3339198,2MFGC10761,6dFJ1325125-333920,AGC029600,ESO382-058,ESOLV3820580,IRAS13223-3323,MCG-05-32-011,PGC046928",201.302,-33.656,13h 25m 12.51s,"-33° 39' 19.91""",2.78,0.47,5.89,14.37,,35.23,0.14,362.26
46809,G,NGC5127,"2MASXJ13234497+3133568,CGCG161-042,LGG350:[G93]003,MCG+05-32-013,NGC5127,NIBLES1846,PGC046809,SDSSJ132345.01+313356.7,SDSSJ132345.02+313356.7,UGC08419,[MLO2002]J132344.6+313353,UZC132124+31500,AGC008419",200.937,31.566,13h 23m 44.95s,"+31° 33' 56.00""",2.18,1.58,1.38,13.62,,34.35,0.22,242.01
46878,G,IC4237,"2MASXJ13243276-2108124,6dFJ1324328-210813,AGC029585,ESO576-048,ESOLV5760480,HIPASSJ1324-21,IC4237,IRAS13218-2052,MCG-03-34-068,PGC046878",201.137,-21.137,13h 24m 32.77s,"-21° 08' 12.62""",2.14,1.38,1.55,13.22,,32.36,0.38,96.61
47441,G,NGC5198,"1ZW059,2MASXJ13301141+4640149,CGCG246-010,LGG352:[G93]003,MCG+08-25-015,NGC5198,PGC047441,UGC08499,UZC132806+46560",202.548,46.671,13h 30m 11.41s,"+46° 40' 14.90""",2.03,1.68,1.21,12.71,11.78,33.01,0.40,130.14
47948,G,ESO509-074,"2MASXJ13354136-2404258,2MFGC10956,6dFJ1335414-240426,AGC029872,ESO509-074,ESOLV5090740,HIPASSJ1335-24,IRAS13329-2349,MCG-04-32-042,PGC047948",203.922,-24.074,13h 35m 41.36s,"-24° 04' 25.65""",2.56,0.52,4.93,13.84,,32.78,0.27,117.12
47903,G,ESO040-012,"2MASXJ13351614-7738282,2MFGC10947,6dFJ1335162-773828,AGC029819,ESO040-012,HIPASSJ1334-77,IRAS13307-7723,PGC047903,PGC235278",203.817,-77.641,13h 35m 16.16s,"-77° 38' 28.17""",2.50,0.47,5.27,13.72,,32.84,0.28,120.90
47003,G,ESO220-008,"2MASXJ13260562-4814092,2MFGC10775,6dFJ1326056-481409,AGC029621,ESO220-008,ESOLV2200080,HIPASSJ1326-48,IRAS13230-4758,LGG342:[G93]005,PGC047003",201.523,-48.236,13h 26m 05.63s,"-48° 14' 09.43""",2.14,0.63,3.38,14.09,,33.10,0.38,135.84
48130,G,NGC5248,"2MASXJ13373206+0853062,AGC008616,CGCG073-054,HIPASSJ1337+08,IRAS13350+0908,MCG+02-35-015,NGC5248,NIBLES1891,PGC048130,PGC140202,SDSSJ133732.02+085306.6,UGC08616,UZC133500+09080",204.383,8.885,13h 37m 32.02s,"+08° 53' 06.63""",4.07,2.38,1.71,10.88,9.97,30.48,0.50,40.74
48593,G,NGC5266,"2MASXJ13430212-4810097,6dFJ1343021-481010,ESO220-033,ESOLV2200330,HIPASSJ1342-48B,IRAS13399-4755,LGG356:[G93]003,NGC5266,PGC048593,PGC490364",205.759,-48.169,13h 43m 02.11s,"-48° 10' 09.71""",2.92,2.09,1.40,12.02,10.77,33.10,0.38,135.84
48040,G,IC4296,"2MASXJ13363905-3357572,ABELL3565:[PL95]BCG,ESO383-039,ESOLV3830390,IC4296,LGG353:[G93]009,MCG-06-30-016,MRC1333-337,PGC048040,PGC669052,WMMA137,FLASHJ133638.85-335759.3",204.163,-33.966,13h 36m 39.10s,"-33° 57' 56.96""",4.60,2.42,1.91,11.57,10.51,33.59,0.11,170.54
48860,G,NGC5308,"2MASXJ13470039+6058229,2MFGC11118,CGCG295-012,EGISJ134700.4+605823,EONJ206.752+60.973,LGG360:[G93]004,MCG+10-20-029,NGC5308,PGC048860,SDSSJ134700.43+605823.3,UGC08722,UZC134524+61130",206.752,60.973,13h 47m 00.41s,"+60° 58' 23.03""",4.33,0.57,7.53,12.24,11.32,32.27,0.06,92.73
49044,G,NGC5322,"2MASXJ13491520+6011254,CGCG295-017,LGG360:[G93]003,MCG+10-20-035,NGC5322,PGC049044,SDSSJ134915.25+601126.0,UGC08745,UZC134736+60260",207.313,60.190,13h 49m 15.23s,"+60° 11' 25.71""",5.62,3.49,1.61,11.05,10.14,32.44,0.21,100.51
49063,G,ESO383-088,"2MASXJ13493346-3304088,6dFJ1349335-330409,AGC030124,ESO383-088,ESOLV3830880,PGC049063",207.389,-33.069,13h 49m 33.46s,"-33° 04' 08.79""",2.09,0.68,3.07,14.17,,33.81,0.21,188.55
51613,G,ESO001-006,"2MASXJ14272069-8746200,2MASXJ14272548-8746101,2MFGC11723,2MFGC11725,AGC030476,ESO001-006,ESOLV0010060,HIPASSJ1427-87,IRAS14093-8732,PGC051613,PGC215528",216.836,-87.772,14h 27m 20.54s,"-87° 46' 19.85""",2.72,0.69,3.94,13.93,,32.38,0.29,97.68
49874,G,NGC5422,"2MASXJ14004206+5509521,2MFGC11330,CGCG272-016,EGISJ140042.0+550952,EONJ210.175+55.164,LGG373:[G93]001,MCG+09-23-024,NGC5422,PGC049874,SDSSJ140042.02+550951.9,UGC08935,UZC135854+55240",210.175,55.164,14h 00m 42.03s,"+55° 09' 52.02""",2.81,0.59,4.79,12.81,11.80,32.47,0.51,101.58
50798,G,ESO271-022,"2MASXJ14133010-4524488,2MFGC11540,2MIG1951,AGC030488,ESO271-022,ESOLV2710220,HIPASSJ1413-45,IRAS14103-4510,IRAS14103-4511,MCG-07-29-009,PGC050798",213.375,-45.414,14h 13m 30.11s,"-45° 24' 48.80""",2.84,0.46,6.14,14.06,,33.10,0.26,135.71
49547,G,NGC5363,"2MASXJ13560724+0515169,AGC008847,CGCG046-007,IRAS13536+0529,LGG362:[G93]005,MCG+01-36-002,NGC5363,PGC049547,UGC08847,UZC135336+05300",209.030,5.255,13h 56m 07.24s,"+05° 15' 16.90""",4.17,2.75,1.51,11.10,10.21,31.32,0.86,59.96
50369,G,NGC5485,"2MASXJ14071131+5500054,CGCG272-030,LGG373:[G93]005,MCG+09-23-037,NGC5485,NIBLES2038,PGC050369,SDSSJ140711.33+550006.2,SDSSJ140711.34+550005.9,SDSSJ140711.34+550006.1,SDSSJ140711.35+550005.8,UGC09033,UZC140530+55150",211.797,55.002,14h 07m 11.35s,"+55° 00' 05.85""",2.51,1.75,1.43,12.40,11.50,32.19,0.28,89.58
51275,G,NGC5576,"2MASXJ14210369+0316157,AGC009183,CGCG047-020,LGG379:[G93]005,MCG+01-37-007,NGC5576,NIBLES2110,PGC051275,SDSSJ142103.67+031615.4,UGC09183,UZC141830+03300",215.265,3.271,14h 21m 03.70s,"+03° 16' 15.64""",2.83,1.87,1.51,11.79,10.90,32.01,0.14,82.19
51503,G,UGC09242,"1ZW088,2MASXJ14252115+3932215,CGCG220-015,EGISJ142521.0+393222,EONJ216.338+39.540,FGC1751,MCG+07-30-011,NIBLES2132,PGC051503,RFGC2774,SDSSJ142521.02+393222.4,SDSSJ142521.02+393222.5,UGC09242,UZC142318+39450",216.338,39.539,14h 25m 21.03s,"+39° 32' 22.18""",4.21,0.28,15.24,14.11,13.49,31.95,0.27,79.95
52411,G,ESO512-012,"2MASXJ14401141-2546355,2MFGC11898,6dFJ1440114-254636,AGC030766,ESO512-012,ESOLV5120120,FGCE1179,IRAS14372-2533,MCG-04-35-003,PGC052411,RFGC2835",220.047,-25.777,14h 40m 11.39s,"-25° 46' 36.10""",2.69,0.35,7.76,14.44,,33.49,0.32,162.71
52324,G,IC4468,"2MASXJ14382673-2222034,2MFGC11876,6dFJ1438267-222203,AGC030755,ESO580-006,ESOLV5800060,HIPASSJ1438-22,IC4468,IRAS14355-2209,IRAS14356-2209,MCG-04-35-001,PGC052324",219.611,-22.368,14h 38m 26.75s,"-22° 22' 03.11""",2.30,0.54,4.23,13.77,,32.40,0.27,98.50
52837,G,IC4484,"2MASXJ14474389-7318214,2MFGC11988,2MIG2028,6dFJ1447439-731821,AGC030827,ESO041-009,FGCE1187,HIPASSJ1448-73,IC4484,IRAS14427-7305,PGC052837,RFGC2864",221.933,-73.306,14h 47m 43.88s,"-73° 18' 21.10""",2.96,0.30,9.77,13.88,,33.93,0.26,199.35
52809,G,PGC052809,"2MASXJ14472416-1726440,2MASXJ14472431-1726580,2MFGC11974,6dFJ1447242-172644,AGC540131,FGC1804,HIPASSJ1447-17,IRAS14445-1714,MCG-03-38-008,PGC052809,PGC883119,RFGC2860,UGCA394",221.851,-17.446,14h 47m 24.22s,"-17° 26' 46.84""",3.18,0.51,6.24,14.40,,31.51,0.71,65.47
53770,G,NGC5831,"2MASXJ15040702+0113117,CGCG020-054,LGG393:[G93]002,MCG+00-38-020,NGC5831,NGC5846:[MTT2005]122,NGC5846:[ZM98]0004,PGC053770,SDSSJ150406.99+011311.6,SDSSJ150406.99+011311.7,SDSSJ150407.00+011311.6,SDSSJ150407.00+011311.7,UGC09678,[FN2007]2004,UZC150136+01240",226.029,1.220,15h 04m 06.97s,"+01° 13' 11.82""",2.24,1.98,1.13,12.43,11.46,32.14,0.16,87.46
53549,G,NGC5796,"2MASXJ14592411-1637265,HIPASSJ1459-16,LGG390:[G93]002,MCG-03-38-039,NGC5796,PGC053549",224.850,-16.624,14h 59m 24.07s,"-16° 37' 25.75""",2.62,2.16,1.21,12.73,11.58,33.16,0.37,139.71
53630,G,NGC5812,"2MASXJ15005570-0727263,6dFJ1500557-072727,MCG-01-38-016,NGC5812,PGC053630,UGCA398",225.232,-7.457,15h 00m 55.69s,"-07° 27' 26.20""",2.67,2.30,1.16,12.19,11.23,32.17,0.26,88.80
53361,G,ESO327-031,"2MASXJ14553426-3816420,2MFGC12089,6dFJ1455343-381642,AGC030922,ESO327-031,HIPASSJ1455-38,PGC053361,PGC610828",223.893,-38.278,14h 55m 34.30s,"-38° 16' 41.77""",2.08,0.33,6.40,14.36,,34.07,0.24,212.83
53862,G,NGC5838,"2MASXJ15052627+0205576,CGCG020-057,IRAS15029+0217,LGG392:[G93]004,MCG+00-38-022,NGC5838,NGC5846:[MTT2005]159,NIBLES2272,PGC053862,SDSSJ150526.23+020557.4,UGC09692,UZC150248+02160",226.360,2.099,15h 05m 26.30s,"+02° 05' 58.08""",3.86,1.29,2.99,11.79,10.81,31.58,0.78,67.49
54250,G,NGC5833,"2MASXJ15115360-7251339,6dFJ1511537-725134,AGC031049,ESO042-003,FAIR0840,HIPASSJ1512-72,IRAS15066-7240,IRAS15067-7240,LGG397:[G93]002,NGC5833,PGC054250",227.973,-72.859,15h 11m 53.60s,"-72° 51' 33.65""",3.09,0.97,3.17,12.88,11.93,32.59,0.27,107.36
54117,G,NGC5879,"2MASXJ15094675+5700007,CGCG297-004,IRAS15084+5711,LGG396:[G93]002,MCG+10-22-001,NGC5879,PGC054117,SDSSJ150946.73+570000.5,SDSSJ150946.74+570000.5,SDSSJ150946.75+570000.6,SDSSJ150946.76+570000.6,SDSSJ150946.76+570000.7,SDSSJ150946.76+570000.8,UGC09753,UZC150824+57120",227.445,57.000,15h 09m 46.75s,"+57° 00' 00.62""",3.79,1.42,2.67,12.12,11.47,31.04,0.25,52.73
54637,G,ESO328-041,"2MASXJ15182380-3830243,2MFGC12370,6dFJ1518238-383024,AGC031118,ESO328-041,HIPASSJ1518-38,MCG-06-34-001,PGC054637",229.599,-38.507,15h 18m 23.79s,"-38° 30' 24.13""",2.79,0.55,5.05,,,34.13,0.23,218.69
55419,G,NGC5963,"2MASXJ15332779+5633345,CGCG297-015,IRAS15322+5643,KPG469A,MCG+09-25-058,NGC5963,NIBLES2326,PGC055419,SDSSJ153327.85+563334.9,SDSSJ153327.86+563334.8,SDSSJ153327.89+563335.2,SDSSJ153327.90+563335.0,SDSSJ153327.90+563335.1,UGC09906,UZC153218+56450",233.366,56.560,15h 33m 27.86s,"+56° 33' 35.00""",3.14,2.47,1.27,13.03,12.12,32.44,0.93,100.33
55081,G,ESO582-012,"2MASXJ15260804-2216570,2MIG2105,6dFJ1526080-221657,AGC031181,ESO582-012,HIPASSJ1525-22,IRAS15232-2206,LGG398:[G93]005,MCG-04-36-014,PGC055081,UGCA408",231.533,-22.283,15h 26m 08.03s,"-22° 16' 57.10""",2.82,1.47,1.92,12.84,12.23,32.18,0.28,89.13
54646,G,NGC5903,"2MASXJ15183652-2404069,ESO514-004,ESOLV5140040,LGG398:[G93]003,MCG-04-36-008,NGC5903,PGC054646,UGCA405",229.652,-24.069,15h 18m 36.51s,"-24° 04' 06.81""",3.00,2.23,1.35,12.21,11.27,32.68,0.20,112.26
54685,G,ESO328-043,"2MASXJ15191916-4113597,2MIG2087,6dFJ1519180-411360,ESO328-043,HIPASSJ1519-41,IRAS15160-4102,IRAS15160-4103,MCG-07-31-011,PGC054685",229.823,-41.234,15h 19m 17.59s,"-41° 14' 01.26""",2.61,2.09,1.25,14.06,,31.32,0.86,59.96
54755,G,ESO387-026,"2MASXJ15204687-3656013,6dFJ1520469-365601,AGC031137,ESO387-026,ESOLV3870260,IRAS15175-3645,MCG-06-34-002,PGC054755,[RC2]A1517-36",230.195,-36.934,15h 20m 46.89s,"-36° 56' 01.19""",2.79,1.18,2.37,13.28,,33.79,0.10,186.65
55459,G,NGC5965,"2MASXJ15340245+5641081,2MFGC12550,CGCG297-016,FGC1918,IRAS15328+5651,KPG469B,MCG+10-22-020,NGC5965,PGC055459,RFGC2994,SDSSJ153402.28+564108.5,SDSSJ153402.29+564108.5,SDSSJ153402.29+564108.6,UGC09914,UZC153248+56520",233.510,56.686,15h 34m 02.29s,"+56° 41' 08.74""",5.08,0.78,6.50,12.67,11.78,33.64,0.29,174.27
55588,G,NGC5962,"2MASXJ15363164+1636284,AGC009926,CGCG107-012,HIPASSJ1536+16,IRAS15342+1646,LGG400:[G93]004,MCG+03-40-011,NGC5962,PGC055588,SDSSJ153631.68+163628.0,SDSSJ153631.68+163628.1,UGC09926,UZC153412+16460,SDSSJ153631.68+163627.9",234.132,16.608,15h 36m 31.68s,"+16° 36' 28.10""",2.50,1.61,1.56,12.09,11.50,32.53,0.24,104.72
56078,G,NGC5967,"2MASXJ15481597-7540226,6dFJ1548159-754023,AGC031275,ESO042-010,FAIR1400,HIPASSJ1547-75,IRAS15421-7531,NGC5967,PGC056078",237.066,-75.673,15h 48m 15.87s,"-75° 40' 21.84""",2.38,1.56,1.53,12.73,12.20,32.66,0.13,110.98
55674,G,NGC5982,"2MASXJ15383977+5921212,CGCG297-024,LGG402:[G93]001,MCG+10-22-029,NGC5982,PGC055674,SDSSJ153839.83+592121.0,UGC09961,UZC153736+59310",234.666,59.356,15h 38m 39.80s,"+59° 21' 21.12""",3.07,2.00,1.53,11.98,11.07,32.91,0.21,124.40
56077,G,IC4555,"2MASXJ15481484-7810438,2MFGC12695,AGC031270,ESO022-012,ESOLV0220120,FAIR1399,HIPASSJ1548-78,IC4555,IRAS15411-7801,PGC056077",237.062,-78.179,15h 48m 14.91s,"-78° 10' 43.13""",2.14,0.46,4.66,13.56,,32.31,0.27,94.54
58470,G,NGC6181,"2MASXJ16322096+1949357,CGCG109-031,GIN798,HIPASSJ1632+19,IRAS16301+1955,MCG+03-42-020,NGC6181,PGC058470,SDSSJ163220.95+194935.0,SDSSJ163221.26+194917.7,UGC10439,UZC163006+19560",248.088,19.824,16h 32m 21.11s,"+19° 49' 26.43""",2.39,0.99,2.42,12.23,11.82,32.63,0.08,109.65
59252,G,NGC6209,"2MASXJ16545747-7235136,6dFJ1654575-723514,AGC031558,ESO043-008,IRAS16489-7230,IRAS16490-7230,NGC6209,PGC059252",253.740,-72.587,16h 54m 57.50s,"-72° 35' 13.43""",2.11,1.54,1.37,13.16,,34.57,0.19,267.44
60796,G,NGC6407,"2MASXJ17445766-6044232,ESO139-022,ESOLV1390220,LGG411:[G93]004,NGC6407,PGC060796",266.240,-60.740,17h 44m 57.66s,"-60° 44' 23.20""",2.47,1.93,1.28,12.99,,34.05,0.24,210.97
60648,G,ESO009-010,"2MASXJ17393146-8518375,AGC031661,ESO009-010,HIPASSJ1740-85,IRAS17234-8516,IRAS17235-8516,LGG417:[G93]001,PGC060648",264.881,-85.310,17h 39m 31.46s,"-85° 18' 37.50""",2.52,1.65,1.53,12.99,12.23,32.16,0.11,88.19
